"ITTER107","Territorio","TIPO_DATO35","Tipo dato","REATI_PS","Tipo di delitto","RIF_TIME","Periodo del commesso delitto","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","KIDNAPP","sequestri di persona","YRDUR","durante l'anno di riferimento","2008","2008",1816,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","KIDNAPP","sequestri di persona","YRDUR","durante l'anno di riferimento","2009","2009",1481,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","KIDNAPP","sequestri di persona","YRDUR","durante l'anno di riferimento","2010","2010",1436,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","KIDNAPP","sequestri di persona","YRDUR","durante l'anno di riferimento","2011","2011",1443,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","KIDNAPP","sequestri di persona","YRDUR","durante l'anno di riferimento","2012","2012",1474,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","KIDNAPP","sequestri di persona","YRDUR","durante l'anno di riferimento","2013","2013",1353,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","KIDNAPP","sequestri di persona","YRDUR","durante l'anno di riferimento","2014","2014",1278,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","KIDNAPP","sequestri di persona","YRDUR","durante l'anno di riferimento","2015","2015",1166,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","KIDNAPP","sequestri di persona","YRDUR","durante l'anno di riferimento","2016","2016",1048,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","KIDNAPP","sequestri di persona","YRDUR","durante l'anno di riferimento","2017","2017",1039,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","KIDNAPP","sequestri di persona","YRDUR","durante l'anno di riferimento","2018","2018",960,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","KIDNAPP","sequestri di persona","YRDUR","durante l'anno di riferimento","2019","2019",855,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","OFFENCE","ingiurie","YRDUR","durante l'anno di riferimento","2006","2006",55361,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","OFFENCE","ingiurie","YRDUR","durante l'anno di riferimento","2007","2007",61737,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","OFFENCE","ingiurie","YRDUR","durante l'anno di riferimento","2008","2008",64453,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","OFFENCE","ingiurie","YRDUR","durante l'anno di riferimento","2009","2009",64479,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","OFFENCE","ingiurie","YRDUR","durante l'anno di riferimento","2010","2010",62230,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","OFFENCE","ingiurie","YRDUR","durante l'anno di riferimento","2011","2011",65370,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","OFFENCE","ingiurie","YRDUR","durante l'anno di riferimento","2012","2012",67213,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","OFFENCE","ingiurie","YRDUR","durante l'anno di riferimento","2013","2013",66414,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","OFFENCE","ingiurie","YRDUR","durante l'anno di riferimento","2014","2014",64601,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","OFFENCE","ingiurie","YRDUR","durante l'anno di riferimento","2015","2015",58620,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","OFFENCE","ingiurie","YRDUR","durante l'anno di riferimento","2016","2016",15781,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","OFFENCE","ingiurie","YRDUR","durante l'anno di riferimento","2017","2017",2064,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","RAPE","violenze sessuali","YRDUR","durante l'anno di riferimento","2006","2006",4513,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","RAPE","violenze sessuali","YRDUR","durante l'anno di riferimento","2007","2007",4897,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","RAPE","violenze sessuali","YRDUR","durante l'anno di riferimento","2008","2008",4893,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","RAPE","violenze sessuali","YRDUR","durante l'anno di riferimento","2009","2009",4963,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","RAPE","violenze sessuali","YRDUR","durante l'anno di riferimento","2010","2010",4813,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","RAPE","violenze sessuali","YRDUR","durante l'anno di riferimento","2011","2011",4617,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","RAPE","violenze sessuali","YRDUR","durante l'anno di riferimento","2012","2012",4689,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","RAPE","violenze sessuali","YRDUR","durante l'anno di riferimento","2013","2013",4488,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","RAPE","violenze sessuali","YRDUR","durante l'anno di riferimento","2014","2014",4257,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","RAPE","violenze sessuali","YRDUR","durante l'anno di riferimento","2015","2015",4000,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","RAPE","violenze sessuali","YRDUR","durante l'anno di riferimento","2016","2016",4046,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","RAPE","violenze sessuali","YRDUR","durante l'anno di riferimento","2017","2017",4634,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","RAPE","violenze sessuali","YRDUR","durante l'anno di riferimento","2018","2018",4887,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","RAPE","violenze sessuali","YRDUR","durante l'anno di riferimento","2019","2019",4884,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","RAPEUN18","atti sessuali con minorenne","YRDUR","durante l'anno di riferimento","2006","2006",460,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","RAPEUN18","atti sessuali con minorenne","YRDUR","durante l'anno di riferimento","2007","2007",501,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","RAPEUN18","atti sessuali con minorenne","YRDUR","durante l'anno di riferimento","2008","2008",474,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","RAPEUN18","atti sessuali con minorenne","YRDUR","durante l'anno di riferimento","2009","2009",492,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","RAPEUN18","atti sessuali con minorenne","YRDUR","durante l'anno di riferimento","2010","2010",582,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","RAPEUN18","atti sessuali con minorenne","YRDUR","durante l'anno di riferimento","2011","2011",489,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","RAPEUN18","atti sessuali con minorenne","YRDUR","durante l'anno di riferimento","2012","2012",558,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","RAPEUN18","atti sessuali con minorenne","YRDUR","durante l'anno di riferimento","2013","2013",523,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","RAPEUN18","atti sessuali con minorenne","YRDUR","durante l'anno di riferimento","2014","2014",494,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","RAPEUN18","atti sessuali con minorenne","YRDUR","durante l'anno di riferimento","2015","2015",505,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","RAPEUN18","atti sessuali con minorenne","YRDUR","durante l'anno di riferimento","2016","2016",458,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","RAPEUN18","atti sessuali con minorenne","YRDUR","durante l'anno di riferimento","2017","2017",483,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","RAPEUN18","atti sessuali con minorenne","YRDUR","durante l'anno di riferimento","2018","2018",495,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","RAPEUN18","atti sessuali con minorenne","YRDUR","durante l'anno di riferimento","2019","2019",518,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","CORRUPUN18","corruzione di minorenne","YRDUR","durante l'anno di riferimento","2006","2006",192,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","CORRUPUN18","corruzione di minorenne","YRDUR","durante l'anno di riferimento","2007","2007",182,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","CORRUPUN18","corruzione di minorenne","YRDUR","durante l'anno di riferimento","2008","2008",168,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","CORRUPUN18","corruzione di minorenne","YRDUR","durante l'anno di riferimento","2009","2009",170,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","CORRUPUN18","corruzione di minorenne","YRDUR","durante l'anno di riferimento","2010","2010",175,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","CORRUPUN18","corruzione di minorenne","YRDUR","durante l'anno di riferimento","2011","2011",143,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","CORRUPUN18","corruzione di minorenne","YRDUR","durante l'anno di riferimento","2012","2012",120,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","CORRUPUN18","corruzione di minorenne","YRDUR","durante l'anno di riferimento","2013","2013",155,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","CORRUPUN18","corruzione di minorenne","YRDUR","durante l'anno di riferimento","2014","2014",173,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","CORRUPUN18","corruzione di minorenne","YRDUR","durante l'anno di riferimento","2015","2015",148,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","CORRUPUN18","corruzione di minorenne","YRDUR","durante l'anno di riferimento","2016","2016",140,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","CORRUPUN18","corruzione di minorenne","YRDUR","durante l'anno di riferimento","2017","2017",171,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","CORRUPUN18","corruzione di minorenne","YRDUR","durante l'anno di riferimento","2018","2018",151,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","CORRUPUN18","corruzione di minorenne","YRDUR","durante l'anno di riferimento","2019","2019",173,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","PROSTI","sfruttamento e favoreggiamento della prostituzione","YRDUR","durante l'anno di riferimento","2006","2006",1422,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","PROSTI","sfruttamento e favoreggiamento della prostituzione","YRDUR","durante l'anno di riferimento","2007","2007",1466,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","PROSTI","sfruttamento e favoreggiamento della prostituzione","YRDUR","durante l'anno di riferimento","2008","2008",1484,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","PROSTI","sfruttamento e favoreggiamento della prostituzione","YRDUR","durante l'anno di riferimento","2009","2009",1311,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","PROSTI","sfruttamento e favoreggiamento della prostituzione","YRDUR","durante l'anno di riferimento","2010","2010",1586,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","PROSTI","sfruttamento e favoreggiamento della prostituzione","YRDUR","durante l'anno di riferimento","2011","2011",1505,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","PROSTI","sfruttamento e favoreggiamento della prostituzione","YRDUR","durante l'anno di riferimento","2012","2012",1306,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","PROSTI","sfruttamento e favoreggiamento della prostituzione","YRDUR","durante l'anno di riferimento","2013","2013",1170,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","PROSTI","sfruttamento e favoreggiamento della prostituzione","YRDUR","durante l'anno di riferimento","2014","2014",1100,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","PROSTI","sfruttamento e favoreggiamento della prostituzione","YRDUR","durante l'anno di riferimento","2015","2015",987,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","PROSTI","sfruttamento e favoreggiamento della prostituzione","YRDUR","durante l'anno di riferimento","2016","2016",948,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","PROSTI","sfruttamento e favoreggiamento della prostituzione","YRDUR","durante l'anno di riferimento","2017","2017",763,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","PROSTI","sfruttamento e favoreggiamento della prostituzione","YRDUR","durante l'anno di riferimento","2018","2018",634,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","PROSTI","sfruttamento e favoreggiamento della prostituzione","YRDUR","durante l'anno di riferimento","2019","2019",524,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","PORNO","pornografia minorile e detenzione di materiale pedopornografico","YRDUR","durante l'anno di riferimento","2006","2006",333,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","PORNO","pornografia minorile e detenzione di materiale pedopornografico","YRDUR","durante l'anno di riferimento","2007","2007",412,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","PORNO","pornografia minorile e detenzione di materiale pedopornografico","YRDUR","durante l'anno di riferimento","2008","2008",537,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","PORNO","pornografia minorile e detenzione di materiale pedopornografico","YRDUR","durante l'anno di riferimento","2009","2009",543,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","PORNO","pornografia minorile e detenzione di materiale pedopornografico","YRDUR","durante l'anno di riferimento","2010","2010",380,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","PORNO","pornografia minorile e detenzione di materiale pedopornografico","YRDUR","durante l'anno di riferimento","2011","2011",322,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","PORNO","pornografia minorile e detenzione di materiale pedopornografico","YRDUR","durante l'anno di riferimento","2012","2012",380,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","PORNO","pornografia minorile e detenzione di materiale pedopornografico","YRDUR","durante l'anno di riferimento","2013","2013",489,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","PORNO","pornografia minorile e detenzione di materiale pedopornografico","YRDUR","durante l'anno di riferimento","2014","2014",544,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","PORNO","pornografia minorile e detenzione di materiale pedopornografico","YRDUR","durante l'anno di riferimento","2015","2015",614,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","PORNO","pornografia minorile e detenzione di materiale pedopornografico","YRDUR","durante l'anno di riferimento","2016","2016",490,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","PORNO","pornografia minorile e detenzione di materiale pedopornografico","YRDUR","durante l'anno di riferimento","2017","2017",560,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","PORNO","pornografia minorile e detenzione di materiale pedopornografico","YRDUR","durante l'anno di riferimento","2018","2018",613,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","PORNO","pornografia minorile e detenzione di materiale pedopornografico","YRDUR","durante l'anno di riferimento","2019","2019",793,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","THEFT","furti","YRDUR","durante l'anno di riferimento","2006","2006",1585201,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","THEFT","furti","YRDUR","durante l'anno di riferimento","2007","2007",1636656,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","THEFT","furti","YRDUR","durante l'anno di riferimento","2008","2008",1392544,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","THEFT","furti","YRDUR","durante l'anno di riferimento","2009","2009",1318076,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","THEFT","furti","YRDUR","durante l'anno di riferimento","2010","2010",1325013,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","THEFT","furti","YRDUR","durante l'anno di riferimento","2011","2011",1460205,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","THEFT","furti","YRDUR","durante l'anno di riferimento","2012","2012",1520623,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","THEFT","furti","YRDUR","durante l'anno di riferimento","2013","2013",1554777,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","THEFT","furti","YRDUR","durante l'anno di riferimento","2014","2014",1573213,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","THEFT","furti","YRDUR","durante l'anno di riferimento","2015","2015",1463527,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","THEFT","furti","YRDUR","durante l'anno di riferimento","2016","2016",1346630,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","THEFT","furti","YRDUR","durante l'anno di riferimento","2017","2017",1265678,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","THEFT","furti","YRDUR","durante l'anno di riferimento","2018","2018",1192592,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","THEFT","furti","YRDUR","durante l'anno di riferimento","2019","2019",1071776,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","ROBBER","rapine","YRDUR","durante l'anno di riferimento","2006","2006",50270,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","ROBBER","rapine","YRDUR","durante l'anno di riferimento","2007","2007",51210,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","ROBBER","rapine","YRDUR","durante l'anno di riferimento","2008","2008",45857,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","ROBBER","rapine","YRDUR","durante l'anno di riferimento","2009","2009",35822,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","ROBBER","rapine","YRDUR","durante l'anno di riferimento","2010","2010",33754,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","ROBBER","rapine","YRDUR","durante l'anno di riferimento","2011","2011",40549,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","ROBBER","rapine","YRDUR","durante l'anno di riferimento","2012","2012",42631,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","ROBBER","rapine","YRDUR","durante l'anno di riferimento","2013","2013",43754,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","ROBBER","rapine","YRDUR","durante l'anno di riferimento","2014","2014",39236,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","ROBBER","rapine","YRDUR","durante l'anno di riferimento","2015","2015",35068,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","ROBBER","rapine","YRDUR","durante l'anno di riferimento","2016","2016",32918,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","ROBBER","rapine","YRDUR","durante l'anno di riferimento","2017","2017",30564,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","ROBBER","rapine","YRDUR","durante l'anno di riferimento","2018","2018",28441,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","ROBBER","rapine","YRDUR","durante l'anno di riferimento","2019","2019",24276,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","EXTORT","estorsioni","YRDUR","durante l'anno di riferimento","2006","2006",5400,,
"IT","Italia","CRIMEN","numero di delitti denunciati dalle forze di polizia all'autorità giudiziaria","EXTORT","estorsioni","YRDUR","durante l'anno di riferimento","2007","2007",6545,,
